Predator,Prey,Reference,Location,Latitude,Longitude,Depth
Dissostichus eleginoides,Copepoda,Raymond2011,,,,
Euphausiacea,Copepoda,Raymond2011,,,,
Dissostichus eleginoides,Cumacea,Raymond2011,,,,
Dissostichus eleginoides,Echiura,Raymond2011,,,,
Dissostichus eleginoides,Gastropoda,Raymond2011,,,,
Paranotothenia magellanica,Laevilitorina caliginosa,Raymond2011,,,,
Euphausiacea,Ostracoda,Raymond2011,,,,
Austrolycus depressiceps,Adenocystis utricularis,Riccialdelli2017,,,,
Eleginops maclovinus,Adenocystis utricularis,Riccialdelli2017,,,,
Isopoda,Adenocystis utricularis,Riccialdelli2017,,,,
Munida gregaria,Adenocystis utricularis,Riccialdelli2017,,,,
Nacella deaurata,Adenocystis utricularis,Riccialdelli2017,,,,
Patagonotothen tessellata,Adenocystis utricularis,Riccialdelli2017,,,,
Polyplacophora,Adenocystis utricularis,Riccialdelli2017,,,,
Siphonaria lessonii,Adenocystis utricularis,Riccialdelli2017,,,,
Munida gregaria,Aged detritus,Riccialdelli2017,,,,
Austrolycus depressiceps,Anasterias antarctica,Riccialdelli2017,,,,
Eleginops maclovinus,Anasterias antarctica,Riccialdelli2017,,,,
Patagonotothen tessellata,Anasterias antarctica,Riccialdelli2017,,,,
Anasterias antarctica,Aulacomya atra,Riccialdelli2017,,,,
Austrolycus depressiceps,Aulacomya atra,Riccialdelli2017,,,,
Eleginops maclovinus,Callophyllis pinnata,Riccialdelli2017,,,,
Isopoda,Callophyllis pinnata,Riccialdelli2017,,,,
Munida gregaria,Callophyllis pinnata,Riccialdelli2017,,,,
Nacella deaurata,Callophyllis pinnata,Riccialdelli2017,,,,
Patagonotothen tessellata,Callophyllis pinnata,Riccialdelli2017,,,,
Polyplacophora,Callophyllis pinnata,Riccialdelli2017,,,,
Siphonaria lessonii,Callophyllis pinnata,Riccialdelli2017,,,,
Eleginops maclovinus,Ceramium diaphanum,Riccialdelli2017,,,,
Isopoda,Ceramium diaphanum,Riccialdelli2017,,,,
Munida gregaria,Ceramium diaphanum,Riccialdelli2017,,,,
Nacella deaurata,Ceramium diaphanum,Riccialdelli2017,,,,
Patagonotothen tessellata,Ceramium diaphanum,Riccialdelli2017,,,,
Polyplacophora,Ceramium diaphanum,Riccialdelli2017,,,,
Siphonaria lessonii,Ceramium diaphanum,Riccialdelli2017,,,,
Aulacomya atra,Fresh detritus,Riccialdelli2017,,,,
Halicarcinus planatus ,Fresh detritus,Riccialdelli2017,,,,
Isopoda,Fresh detritus,Riccialdelli2017,,,,
Munida gregaria,Fresh detritus,Riccialdelli2017,,,,
Mytilus edulis chilensis,Fresh detritus,Riccialdelli2017,,,,
Nacella deaurata,Fresh detritus,Riccialdelli2017,,,,
Notochthamalus scabrosus ,Fresh detritus,Riccialdelli2017,,,,
Perumytilus purpuratus,Fresh detritus,Riccialdelli2017,,,,
Polyplacophora,Fresh detritus,Riccialdelli2017,,,,
Siphonaria lessonii,Fresh detritus,Riccialdelli2017,,,,
Zooplankton,Fresh detritus,Riccialdelli2017,,,,
Austrolycus depressiceps,Halicarcinus planatus ,Riccialdelli2017,,,,
Eleginops maclovinus,Halicarcinus planatus ,Riccialdelli2017,,,,
Patagonotothen tessellata,Halicarcinus planatus ,Riccialdelli2017,,,,
Xymenopsis muriciformis ,Halicarcinus planatus ,Riccialdelli2017,,,,
Austrolycus depressiceps,Isopoda,Riccialdelli2017,,,,
Eleginops maclovinus,Isopoda,Riccialdelli2017,,,,
Harpagifer bispinis,Isopoda,Riccialdelli2017,,,,
Nemertea,Isopoda,Riccialdelli2017,,,,
Patagonotothen tessellata,Isopoda,Riccialdelli2017,,,,
Eleginops maclovinus,Macrocystis pyrifera,Riccialdelli2017,,,,
Isopoda,Macrocystis pyrifera,Riccialdelli2017,,,,
Munida gregaria,Macrocystis pyrifera,Riccialdelli2017,,,,
Nacella deaurata,Macrocystis pyrifera,Riccialdelli2017,,,,
Patagonotothen tessellata,Macrocystis pyrifera,Riccialdelli2017,,,,
Polyplacophora,Macrocystis pyrifera,Riccialdelli2017,,,,
Siphonaria lessonii,Macrocystis pyrifera,Riccialdelli2017,,,,
Austrolycus depressiceps,Munida gregaria,Riccialdelli2017,,,,
Eleginops maclovinus,Munida gregaria,Riccialdelli2017,,,,
Patagonotothen tessellata,Munida gregaria,Riccialdelli2017,,,,
Trophon geversianus,Munida gregaria,Riccialdelli2017,,,,
Patagonotothen tessellata,Mytilus edulis chilensis,Riccialdelli2017,,,,
Xymenopsis muriciformis ,Mytilus edulis chilensis,Riccialdelli2017,,,,
Anasterias antarctica,Nacella deaurata,Riccialdelli2017,,,,
Austrolycus depressiceps,Nacella deaurata,Riccialdelli2017,,,,
Eleginops maclovinus,Nacella deaurata,Riccialdelli2017,,,,
Nemertea,Nacella deaurata,Riccialdelli2017,,,,
Patagonotothen tessellata,Nacella deaurata,Riccialdelli2017,,,,
Trophon geversianus,Nacella deaurata,Riccialdelli2017,,,,
Xymenopsis muriciformis ,Nacella deaurata,Riccialdelli2017,,,,
Austrolycus depressiceps,Nemertea,Riccialdelli2017,,,,
Eleginops maclovinus,Nemertea,Riccialdelli2017,,,,
Harpagifer bispinis,Nemertea,Riccialdelli2017,,,,
Patagonotothen tessellata,Nemertea,Riccialdelli2017,,,,
Eleginops maclovinus,Nothogenia fastigiata,Riccialdelli2017,,,,
Isopoda,Nothogenia fastigiata,Riccialdelli2017,,,,
Munida gregaria,Nothogenia fastigiata,Riccialdelli2017,,,,
Nacella deaurata,Nothogenia fastigiata,Riccialdelli2017,,,,
Patagonotothen tessellata,Nothogenia fastigiata,Riccialdelli2017,,,,
Polyplacophora,Nothogenia fastigiata,Riccialdelli2017,,,,
Siphonaria lessonii,Nothogenia fastigiata,Riccialdelli2017,,,,
Eleginops maclovinus,Notochthamalus scabrosus ,Riccialdelli2017,,,,
Trophon geversianus,Notochthamalus scabrosus ,Riccialdelli2017,,,,
Harpagifer bispinis,Perumytilus purpuratus,Riccialdelli2017,,,,
Nemertea,Perumytilus purpuratus,Riccialdelli2017,,,,
Aulacomya atra,Phytoplankton,Riccialdelli2017,,,,
Mytilus edulis chilensis,Phytoplankton,Riccialdelli2017,,,,
Notochthamalus scabrosus ,Phytoplankton,Riccialdelli2017,,,,
Perumytilus purpuratus,Phytoplankton,Riccialdelli2017,,,,
Zooplankton,Phytoplankton,Riccialdelli2017,,,,
Anasterias antarctica,Polyplacophora,Riccialdelli2017,,,,
Austrolycus depressiceps,Polyplacophora,Riccialdelli2017,,,,
Eleginops maclovinus,Polyplacophora,Riccialdelli2017,,,,
Nemertea,Polyplacophora,Riccialdelli2017,,,,
Patagonotothen tessellata,Polyplacophora,Riccialdelli2017,,,,
Trophon geversianus,Polyplacophora,Riccialdelli2017,,,,
Xymenopsis muriciformis ,Polyplacophora,Riccialdelli2017,,,,
Eleginops maclovinus,Scytothamus fasciculatus,Riccialdelli2017,,,,
Isopoda,Scytothamus fasciculatus,Riccialdelli2017,,,,
Munida gregaria,Scytothamus fasciculatus,Riccialdelli2017,,,,
Nacella deaurata,Scytothamus fasciculatus,Riccialdelli2017,,,,
Patagonotothen tessellata,Scytothamus fasciculatus,Riccialdelli2017,,,,
Polyplacophora,Scytothamus fasciculatus,Riccialdelli2017,,,,
Siphonaria lessonii,Scytothamus fasciculatus,Riccialdelli2017,,,,
Anasterias antarctica,Siphonaria lessonii,Riccialdelli2017,,,,
Austrolycus depressiceps,Siphonaria lessonii,Riccialdelli2017,,,,
Eleginops maclovinus,Siphonaria lessonii,Riccialdelli2017,,,,
Nemertea,Siphonaria lessonii,Riccialdelli2017,,,,
Patagonotothen tessellata,Siphonaria lessonii,Riccialdelli2017,,,,
Trophon geversianus,Siphonaria lessonii,Riccialdelli2017,,,,
Xymenopsis muriciformis ,Siphonaria lessonii,Riccialdelli2017,,,,
Austrolycus depressiceps,Trophon geversianus,Riccialdelli2017,,,,
Eleginops maclovinus,Trophon geversianus,Riccialdelli2017,,,,
Patagonotothen tessellata,Trophon geversianus,Riccialdelli2017,,,,
Eleginops maclovinus,Ulva rigida,Riccialdelli2017,,,,
Isopoda,Ulva rigida,Riccialdelli2017,,,,
Munida gregaria,Ulva rigida,Riccialdelli2017,,,,
Nacella deaurata,Ulva rigida,Riccialdelli2017,,,,
Patagonotothen tessellata,Ulva rigida,Riccialdelli2017,,,,
Polyplacophora,Ulva rigida,Riccialdelli2017,,,,
Siphonaria lessonii,Ulva rigida,Riccialdelli2017,,,,
Eleginops maclovinus,Ulva sp.,Riccialdelli2017,,,,
Isopoda,Ulva sp.,Riccialdelli2017,,,,
Munida gregaria,Ulva sp.,Riccialdelli2017,,,,
Nacella deaurata,Ulva sp.,Riccialdelli2017,,,,
Patagonotothen tessellata,Ulva sp.,Riccialdelli2017,,,,
Polyplacophora,Ulva sp.,Riccialdelli2017,,,,
Siphonaria lessonii,Ulva sp.,Riccialdelli2017,,,,
Austrolycus depressiceps,Xymenopsis muriciformis ,Riccialdelli2017,,,,
Eleginops maclovinus,Xymenopsis muriciformis ,Riccialdelli2017,,,,
Patagonotothen tessellata,Xymenopsis muriciformis ,Riccialdelli2017,,,,
Aulacomya atra,Zooplankton,Riccialdelli2017,,,,
Mytilus edulis chilensis,Zooplankton,Riccialdelli2017,,,,
Notochthamalus scabrosus ,Zooplankton,Riccialdelli2017,,,,
Perumytilus purpuratus,Zooplankton,Riccialdelli2017,,,,
Harpagifer bispinis,Amphipoda,Richard1977,,,,
Harpagifer bispinis,Copepoda,Richard1977,,,,
Harpagifer bispinis,Isopoda,Richard1977,,,,
Harpagifer bispinis,Polychaeta,Richard1977,,,,
Halicarcinus planatus ,Isopoda,RicherdeForges1976,,,,
Halicarcinus planatus ,Polychaeta,RicherdeForges1976,,,,
Munida gregaria,Ballia sp.,Romero2004,,,,
Munida gregaria,Bivalvia,Romero2004,,,,
Munida gregaria,Bostrychia sp.,Romero2004,,,,
Munida gregaria,Bryozoa,Romero2004,,,,
Munida gregaria,Ceramium sp.,Romero2004,,,,
Munida gregaria,Cladophora sp.,Romero2004,,,,
Munida gregaria,Delesseriaceae ,Romero2004,,,,
Munida gregaria,Desmarestia sp.,Romero2004,,,,
Munida gregaria,Diatomea,Romero2004,,,,
Munida gregaria,Ectocarpus sp.,Romero2004,,,,
Munida gregaria,Fresh detritus,Romero2004,,,,
Munida gregaria,Gastropoda,Romero2004,,,,
Munida gregaria,Griffithsia sp.,Romero2004,,,,
Munida gregaria,Halopteris sp.,Romero2004,,,,
Munida gregaria,Hincksia sp.,Romero2004,,,,
Munida gregaria,Hydrozoa,Romero2004,,,,
Munida gregaria,Hymenena sp.,Romero2004,,,,
Munida gregaria,Monostroma sp.,Romero2004,,,,
Munida gregaria,Munida gregaria,Romero2004,,,,
Munida gregaria,Myriogramme sp.,Romero2004,,,,
Munida gregaria,Necromass,Romero2004,,,,
Munida gregaria,Oligochaeta,Romero2004,,,,
Munida gregaria,Ostracoda,Romero2004,,,,
Munida gregaria,Phytoplankton,Romero2004,,,,
Munida gregaria,Polychaeta,Romero2004,,,,
Munida gregaria,Porifera,Romero2004,,,,
Munida gregaria,Rhizoclonium sp.,Romero2004,,,,
Munida gregaria,Sphacelaria sp.,Romero2004,,,,
Munida gregaria,Trailliella sp.,Romero2004,,,,
Munida gregaria,Ulva sp.,Romero2004,,,,
Munida gregaria,Zooplankton,Romero2004,,,,
Merluccius hubbsi,Cephalopoda,Rosa1997,,,,
Schroederichthys bivius,Cephalopoda,Rosa1997,,,,
Merluccius hubbsi,Merluccius hubbsi,Rosa1997,,,,
Schroederichthys bivius,Merluccius hubbsi,Rosa1997,,,,
Merluccius hubbsi,Munida gregaria,Rosa1997,,,,
Schroederichthys bivius,Munida gregaria,Rosa1997,,,,
Schroederichthys bivius,Peltarion spinosulum,Rosa1997,,,,
Schroederichthys bivius,Polychaeta,Rosa1997,,,,
Merluccius hubbsi,Zooplankton,Rosa1997,,,,
Nacella deaurata,Adenocystis utricularis,Rosenfeld2018,,,,
Nacella magellanica,Adenocystis utricularis,Rosenfeld2018,,,,
Nacella magellanica,Amphipoda,Rosenfeld2018,,,,
Nacella deaurata,Ballia sp.,Rosenfeld2018,,,,
Nacella magellanica,Ballia sp.,Rosenfeld2018,,,,
Nacella deaurata,Bostrychia sp.,Rosenfeld2018,,,,
Nacella magellanica,Bostrychia sp.,Rosenfeld2018,,,,
Nacella deaurata,Ceramium sp.,Rosenfeld2018,,,,
Nacella magellanica,Ceramium sp.,Rosenfeld2018,,,,
Nacella deaurata,Diatomea,Rosenfeld2018,,,,
Nacella magellanica,Diatomea,Rosenfeld2018,,,,
Nacella deaurata,Ectocarpus sp.,Rosenfeld2018,,,,
Nacella magellanica,Ectocarpus sp.,Rosenfeld2018,,,,
Nacella deaurata,Halopteris sp.,Rosenfeld2018,,,,
Nacella magellanica,Halopteris sp.,Rosenfeld2018,,,,
Nacella deaurata,Laevilitorina caliginosa,Rosenfeld2018,,,,
Nacella magellanica,Laevilitorina caliginosa,Rosenfeld2018,,,,
Nacella magellanica,Macrocystis pyrifera,Rosenfeld2018,,,,
Nacella deaurata,Margarella violacea,Rosenfeld2018,,,,
Nacella magellanica,Margarella violacea,Rosenfeld2018,,,,
Nacella deaurata,Mytilus edulis chilensis,Rosenfeld2018,,,,
Nacella magellanica,Mytilus edulis chilensis,Rosenfeld2018,,,,
Nacella deaurata,Nothogenia fastigiata,Rosenfeld2018,,,,
Nacella magellanica,Nothogenia fastigiata,Rosenfeld2018,,,,
Nacella magellanica,Notochthamalus scabrosus ,Rosenfeld2018,,,,
Nacella deaurata,Ostracoda,Rosenfeld2018,,,,
Nacella magellanica,Ostracoda,Rosenfeld2018,,,,
Nacella deaurata,Phytoplankton,Rosenfeld2018,,,,
Nacella magellanica,Phytoplankton,Rosenfeld2018,,,,
Nacella mytilina,Phytoplankton,Rosenfeld2018,,,,
Nacella deaurata,Polysiphonia sp.,Rosenfeld2018,,,,
Nacella magellanica,Polysiphonia sp.,Rosenfeld2018,,,,
Nacella deaurata,Rhizoclonium sp.,Rosenfeld2018,,,,
Nacella magellanica,Rhizoclonium sp.,Rosenfeld2018,,,,
Nacella deaurata,Ulva sp.,Rosenfeld2018,,,,
Nacella magellanica,Ulva sp.,Rosenfeld2018,,,,
Nacella deaurata,Zooplankton,Rosenfeld2018,,,,
Nacella magellanica,Zooplankton,Rosenfeld2018,,,,
Bathyraja albomaculata,Amphipoda,Ruocco2009,,,,
Bathyraja albomaculata,Crustacea,Ruocco2009,,,,
Bathyraja albomaculata,Cumacea,Ruocco2009,,,,
Bathyraja albomaculata,Gammaridea,Ruocco2009,,,,
Bathyraja albomaculata,Glyceridae,Ruocco2009,,,,
Bathyraja albomaculata,Isopoda,Ruocco2009,,,,
Bathyraja albomaculata,Peltarion spinosulum,Ruocco2009,,,,
Bathyraja albomaculata,Polychaeta,Ruocco2009,,,,
Bathyraja albomaculata,Terebellidae,Ruocco2009,,,,
Amphipoda,Aged detritus,Ruppert1996,,,,
Crustacea,Diatomea,Ruppert1996,,,,
Amphipoda,Fresh detritus,Ruppert1996,,,,
Bivalvia,Fresh detritus,Ruppert1996,,,,
Cirripedia,Fresh detritus,Ruppert1996,,,,
Copepoda,Fresh detritus,Ruppert1996,,,,
Crustacea,Fresh detritus,Ruppert1996,,,,
Eurhomalea exalbida,Fresh detritus,Ruppert1996,,,,
Ascidiacea,Phytoplankton,Ruppert1996,,,,
Bryozoa,Phytoplankton,Ruppert1996,,,,
Copepoda,Phytoplankton,Ruppert1996,,,,
Crustacea,Phytoplankton,Ruppert1996,,,,
Membranipora isabelleana,Phytoplankton,Ruppert1996,,,,
Ascidiacea,Zooplankton,Ruppert1996,,,,
Sprattus fuegensis,Copepoda,Sabatini2001,,,,
Sprattus fuegensis,Zooplankton,Sabatini2001,,,,
Merluccius hubbsi,Amphipoda,Sanchez1996,,,,
Eleginops maclovinus,Bivalvia,Sanchez1996,,,,
Genypterus blacodes,Bivalvia,Sanchez1996,,,,
Salilota australis,Bivalvia,Sanchez1996,,,,
Schroederichthys bivius,Bivalvia,Sanchez1996,,,,
Merluccius hubbsi,Cephalopoda,Sanchez1996,,,,
Schroederichthys bivius,Cephalopoda,Sanchez1996,,,,
Eleginops maclovinus,Crustacea,Sanchez1996,,,,
Genypterus blacodes,Crustacea,Sanchez1996,,,,
Schroederichthys bivius,Crustacea,Sanchez1996,,,,
Eleginops maclovinus,Echiura,Sanchez1996,,,,
Schroederichthys bivius,Echiura,Sanchez1996,,,,
Genypterus blacodes,Euphausiacea,Sanchez1996,,,,
Macruronus magellanicus,Euphausiacea,Sanchez1996,,,,
Merluccius hubbsi,Euphausiacea,Sanchez1996,,,,
Salilota australis,Euphausiacea,Sanchez1996,,,,
Congiopodus peruvianus,Gammaridea,Sanchez1996,,,,
Eleginops maclovinus,Gammaridea,Sanchez1996,,,,
Salilota australis,Gammaridea,Sanchez1996,,,,
Genypterus blacodes,Hyperiidea,Sanchez1996,,,,
Macruronus magellanicus,Hyperiidea,Sanchez1996,,,,
Salilota australis,Hyperiidea,Sanchez1996,,,,
Cottoperca gobio,Merluccius hubbsi,Sanchez1996,,,,
Genypterus blacodes,Merluccius hubbsi,Sanchez1996,,,,
Merluccius hubbsi,Merluccius hubbsi,Sanchez1996,,,,
Schroederichthys bivius,Merluccius hubbsi,Sanchez1996,,,,
Cottoperca gobio,Munida gregaria,Sanchez1996,,,,
Genypterus blacodes,Munida gregaria,Sanchez1996,,,,
Macruronus magellanicus,Munida gregaria,Sanchez1996,,,,
Merluccius hubbsi,Munida gregaria,Sanchez1996,,,,
Salilota australis,Munida gregaria,Sanchez1996,,,,
Schroederichthys bivius,Munida gregaria,Sanchez1996,,,,
Eleginops maclovinus,Polychaeta,Sanchez1996,,,,
Genypterus blacodes,Polychaeta,Sanchez1996,,,,
Merluccius hubbsi,Polychaeta,Sanchez1996,,,,
Salilota australis,Polychaeta,Sanchez1996,,,,
Schroederichthys bivius,Polychaeta,Sanchez1996,,,,
Macruronus magellanicus,Cephalopoda,Sanchez1999,,,,
Macruronus magellanicus,Copepoda,Sanchez1999,,,,
Macruronus magellanicus,Ctenophora,Sanchez1999,,,,
Macruronus magellanicus,Euphausiacea,Sanchez1999,,,,
Macruronus magellanicus,Gammaridea,Sanchez1999,,,,
Macruronus magellanicus,Gastropoda,Sanchez1999,,,,
Macruronus magellanicus,Macruronus magellanicus,Sanchez1999,,,,
Macruronus magellanicus,Merluccius hubbsi,Sanchez1999,,,,
Macruronus magellanicus,Munida gregaria,Sanchez1999,,,,
Macruronus magellanicus,Myxine glutinosa,Sanchez1999,,,,
Macruronus magellanicus,Patagonotothen ramsayi,Sanchez1999,,,,
Macruronus magellanicus,Salilota australis,Sanchez1999,,,,
Macruronus magellanicus,Sprattus fuegensis,Sanchez1999,,,,
Merluccius hubbsi,Amphipoda,Sanchez2005,,,,
Macruronus magellanicus,Euphausiacea,Sanchez2005,,,,
Merluccius hubbsi,Euphausiacea,Sanchez2005,,,,
Macruronus magellanicus,Hyperiidea,Sanchez2005,,,,
Zygochlamys patagonica,Copepoda,Schejter2002,,,,
Zygochlamys patagonica,Diatomea,Schejter2002,,,,
Zygochlamys patagonica,Fresh detritus,Schejter2002,,,,
Zygochlamys patagonica,Phytoplankton,Schejter2002,,,,
Zygochlamys patagonica,Polychaeta,Schejter2002,,,,
Zygochlamys patagonica,Porifera,Schejter2002,,,,
Zygochlamys patagonica,Zooplankton,Schejter2002,,,,
Myxine glutinosa,Amphipoda,Shelton1978,,,,
Myxine glutinosa,Nemertea,Shelton1978,,,,
Priapulida,Polychaeta,Shirley1990,,,,
Ascidiacea,Diatomea,Tatian2004,,,,
Ascidiacea,Fresh detritus,Tatian2004,,,,
Ascidiacea,Phytoplankton,Tatian2004,,,,
Ascidiacea,Zooplankton,Tatian2004,,,,
Oligochaeta,Aged detritus,Thieltges2011,,,,
Polyplacophora,Diatomea,Thieltges2011,,,,
Bryozoa,Fresh detritus,Thieltges2011,,,,
Cirripedia,Fresh detritus,Thieltges2011,,,,
Membranipora isabelleana,Fresh detritus,Thieltges2011,,,,
Polyplacophora,Fresh detritus,Thieltges2011,,,,
Pagurus comptus,Mytilus edulis chilensis,Thieltges2011,,,,
Pagurus comptus,Necromass,Thieltges2011,,,,
Nereididae,Oligochaeta,Thieltges2011,,,,
Bryozoa,Phytoplankton,Thieltges2011,,,,
Cirripedia,Phytoplankton,Thieltges2011,,,,
Membranipora isabelleana,Phytoplankton,Thieltges2011,,,,
Pagurus comptus,Phytoplankton,Thieltges2011,,,,
Zooplankton,Phytoplankton,Thieltges2011,,,,
Pagurus comptus,Polychaeta,Thieltges2011,,,,
Cirripedia,Zooplankton,Thieltges2011,,,,
Pagurus comptus,Zooplankton,Thieltges2011,,,,
Merluccius hubbsi,Cephalopoda,Tringali2012,,,,
Merluccius hubbsi,Merluccius hubbsi,Tringali2012,,,,
Dissostichus eleginoides,Cephalopoda,Troccoli2019,,,,
Dissostichus eleginoides,Dissostichus eleginoides,Troccoli2019,,,,
Dissostichus eleginoides,Genypterus blacodes,Troccoli2019,,,,
Dissostichus eleginoides,Macruronus magellanicus,Troccoli2019,,,,
Dissostichus eleginoides,Patagonotothen ramsayi,Troccoli2019,,,,
Dissostichus eleginoides,Salilota australis,Troccoli2019,,,,
Dissostichus eleginoides,Sprattus fuegensis,Troccoli2019,,,,
Arbacia dufresnii,Macrocystis pyrifera,Vásquez1984,,,,
Loxechinus albus,Macrocystis pyrifera,Vásquez1984,,,,
Pseudechinus magellanicus,Macrocystis pyrifera,Vásquez1984,,,,
Galaxias maculatus,Amphipoda,Vega2013,,,,
Galaxias maculatus,Copepoda,Vega2013,,,,
Galaxias maculatus,Galaxias maculatus,Vega2013,,,,
Odontesthes nigricans,Galaxias maculatus,Vega2013,,,,
Galaxias maculatus,Gastropoda,Vega2013,,,,
Galaxias maculatus,Ostracoda,Vega2013,,,,
Galaxias maculatus,Zooplankton,Vega2013,,,,
Cosmasterias lurida,Notobalanus flosculus,Venerus2005,,,,
Munida gregaria,Aged detritus,Vinuesa2007,,,,
Munida gregaria,Copepoda,Vinuesa2007,,,,
Munida gregaria,Crustacea,Vinuesa2007,,,,
Munida gregaria,Diatomea,Vinuesa2007,,,,
Munida gregaria,Fresh detritus,Vinuesa2007,,,,
Munida gregaria,Gastropoda,Vinuesa2007,,,,
Munida gregaria,Macroalgae,Vinuesa2007,,,,
Cottoperca gobio,Munida gregaria,Vinuesa2007,,,,
Eleginops maclovinus,Munida gregaria,Vinuesa2007,,,,
Eurypodius latreillii,Munida gregaria,Vinuesa2007,,,,
Genypterus blacodes,Munida gregaria,Vinuesa2007,,,,
Lithodes santolla,Munida gregaria,Vinuesa2007,,,,
Macruronus magellanicus,Munida gregaria,Vinuesa2007,,,,
Merluccius hubbsi,Munida gregaria,Vinuesa2007,,,,
Munida gregaria,Munida gregaria,Vinuesa2007,,,,
Patagonotothen ramsayi,Munida gregaria,Vinuesa2007,,,,
Patagonotothen ramsayi,Munida gregaria,Vinuesa2007,,,,
Raja (Dipturus) chilensis,Munida gregaria,Vinuesa2007,,,,
Salilota australis,Munida gregaria,Vinuesa2007,,,,
Schroederichthys bivius,Munida gregaria,Vinuesa2007,,,,
Munida gregaria,Necromass,Vinuesa2007,,,,
Munida gregaria,Ostracoda,Vinuesa2007,,,,
Munida gregaria,Phytoplankton,Vinuesa2007,,,,
Munida gregaria,Polychaeta,Vinuesa2007,,,,
Munida gregaria,Porifera,Vinuesa2007,,,,
Munida gregaria,Zooplankton,Vinuesa2007,,,,
Cumacea,Aged detritus,Wiencke1998,,,,
Anasterias antarctica,Exosphaeroma gigas,Zaixso2015,,,,
Fissurella oriens,Macrocystis pyrifera,Zaixso2015,,,,
Margarella violacea,Macrocystis pyrifera,Zaixso2015,,,,
Nacella mytilina,Macrocystis pyrifera,Zaixso2015,,,,
Plaxiphora sp.,Macrocystis pyrifera,Zaixso2015,,,,
Polyplacophora,Macrocystis pyrifera,Zaixso2015,,,,
Pseudechinus magellanicus,Macrocystis pyrifera,Zaixso2015,,,,
Anasterias antarctica,Polyplacophora,Zaixso2015,,,,
Cosmasterias lurida,Paralomis granulosa,Zaixso2015I,,,,
